order_id,store_id,order_date,product_id,prod_quantity,store_zone,ship_cost,delivery_date
10030803,32,05-01-2012,P100802,4365,M3,80,06-01-2012
10030804,7,14-05-2011,P100803,4143,M3,80,21-05-2011
10030805,35,03-08-2012,P100804,3623,M1,20,05-08-2012
10030806,31,30-01-2011,P100805,280,M1,20,01-02-2011
10030807,8,11-11-2011,P100806,2615,M1,20,16-11-2011
10030808,24,11-11-2011,P100807,1669,M3,80,15-11-2011
10030809,39,14-07-2012,P100808,3149,M1,20,16-07-2012
10030810,44,18-06-2011,P100809,4819,M2,50,21-06-2011
10030811,38,03-04-2012,P100810,3135,M2,50,05-04-2012
10030812,33,15-06-2012,P100811,839,M3,80,17-06-2012
10030813,31,07-04-2012,P100812,35,M1,20,13-04-2012
10030814,4,31-05-2012,P100813,1578,M1,20,07-06-2012
10030815,2,30-10-2010,P100814,4886,M3,80,04-11-2010
10030816,11,24-07-2010,P100815,2367,M2,50,26-07-2010
10030817,27,20-09-2012,P100816,2074,M1,20,22-09-2012
10030818,12,18-03-2012,P100817,4448,M1,20,24-03-2012
10030819,38,31-10-2010,P100818,1107,M2,50,01-11-2010
10030820,27,04-07-2011,P100819,4295,M1,20,11-07-2011
10030821,38,01-06-2012,P100820,3502,M2,50,08-06-2012
10030822,22,08-09-2011,P100821,3282,M2,50,09-09-2011
10030823,11,27-09-2012,P100822,1500,M2,50,29-09-2012
10030824,11,06-02-2012,P100823,2124,M2,50,08-02-2012
10030825,29,21-09-2012,P100824,1422,M1,20,22-09-2012
10030826,1,06-02-2011,P100825,3556,M4,100,07-02-2011
10030827,26,30-01-2012,P100826,3687,M1,20,03-02-2012
10030828,39,27-07-2012,P100827,547,M1,20,02-08-2012
10030829,34,23-08-2010,P100828,4011,M1,20,29-08-2010
10030830,40,02-05-2010,P100829,281,M4,100,04-05-2010
10030831,24,19-04-2011,P100830,1167,M3,80,25-04-2011
10030832,6,12-11-2010,P100831,254,M3,80,16-11-2010
10030833,45,20-10-2010,P100832,4110,M1,20,21-10-2010
10030834,39,12-01-2011,P100833,1472,M1,20,19-01-2011
10030835,11,18-02-2011,P100834,4108,M2,50,23-02-2011
10030836,16,06-04-2011,P100835,2575,M1,20,12-04-2011
10030837,12,26-05-2012,P100836,1412,M1,20,29-05-2012
10030838,7,27-05-2010,P100837,958,M3,80,30-05-2010
10030839,10,01-09-2012,P100838,2611,M2,50,04-09-2012
10030840,25,05-03-2012,P100839,2051,M1,20,07-03-2012
10030841,14,27-06-2012,P100840,401,M4,100,30-06-2012
10030842,43,10-02-2010,P100841,378,M1,20,12-02-2010
10030843,38,18-05-2012,P100842,3563,M2,50,19-05-2012
10030844,22,18-07-2011,P100843,1139,M2,50,24-07-2011
10030845,18,05-09-2011,P100844,323,M1,20,11-09-2011
10030846,18,04-06-2010,P100845,436,M1,20,06-06-2010
10030847,13,17-10-2010,P100846,4238,M1,20,18-10-2010
10030848,34,23-05-2011,P100847,2709,M1,20,25-05-2011
10030849,19,09-05-2011,P100848,4157,M1,20,10-05-2011
10030850,45,06-06-2011,P100849,4180,M1,20,10-06-2011
10030851,17,15-06-2011,P100850,499,M1,20,18-06-2011
10030852,33,20-04-2010,P100851,1105,M3,80,21-04-2010
10030853,28,05-10-2011,P100852,3874,M1,20,06-10-2011
10030854,24,12-10-2011,P100853,3852,M3,80,17-10-2011
10030855,23,22-02-2011,P100854,3421,M1,20,01-03-2011
10030856,31,05-09-2011,P100855,2878,M1,20,09-09-2011
10030857,38,28-10-2010,P100856,2117,M2,50,04-11-2010
10030858,44,08-09-2010,P100857,995,M2,50,14-09-2010
10030859,30,05-12-2011,P100858,3204,M1,20,11-12-2011
10030860,37,26-11-2010,P100859,3878,M3,80,02-12-2010
10030861,16,31-07-2011,P100860,1637,M1,20,02-08-2011
10030862,8,17-07-2011,P100861,4967,M1,20,24-07-2011
10030863,4,05-08-2010,P100862,1803,M1,20,08-08-2010
10030864,3,18-12-2011,P100863,3849,M2,50,25-12-2011
10030865,24,07-03-2010,P100864,4063,M3,80,09-03-2010
10030866,36,03-01-2012,P100865,2925,M1,20,05-01-2012
10030867,40,24-10-2012,P100866,2231,M4,100,29-10-2012
10030868,12,05-02-2011,P100867,795,M1,20,12-02-2011
10030869,8,04-05-2011,P100868,323,M1,20,05-05-2011
10030870,4,21-01-2011,P100869,324,M1,20,24-01-2011
10030871,37,16-09-2011,P100870,1706,M3,80,20-09-2011
10030872,9,31-03-2011,P100871,1621,M1,20,03-04-2011
10030873,41,17-11-2010,P100872,1597,M3,80,21-11-2010
10030874,11,11-06-2012,P100873,3424,M2,50,15-06-2012
10030875,27,14-08-2010,P100874,4846,M1,20,18-08-2010
10030876,14,14-05-2010,P100875,994,M4,100,18-05-2010
10030877,42,17-05-2012,P100876,1001,M1,20,20-05-2012
10030878,16,01-04-2010,P100877,4766,M1,20,06-04-2010
10030879,6,16-10-2012,P100878,3486,M3,80,18-10-2012
10030880,40,19-05-2011,P100879,4112,M4,100,24-05-2011
10030881,41,12-05-2010,P100880,1504,M3,80,16-05-2010
10030882,1,01-04-2010,P100881,3109,M4,100,06-04-2010
10030883,2,04-05-2012,P100882,3128,M3,80,07-05-2012
10030884,44,20-07-2012,P100883,668,M2,50,24-07-2012
10030885,19,29-06-2010,P100884,2461,M1,20,05-07-2010
10030886,16,16-05-2011,P100885,1097,M1,20,22-05-2011
10030887,7,13-06-2011,P100886,232,M3,80,15-06-2011
10030888,36,30-07-2010,P100887,4216,M1,20,03-08-2010
10030889,34,05-04-2010,P100888,901,M1,20,06-04-2010
10030890,5,04-05-2011,P100889,3057,M2,50,09-05-2011
10030891,40,07-02-2010,P100890,4899,M4,100,09-02-2010
10030892,29,26-11-2010,P100891,3543,M1,20,29-11-2010
10030893,14,05-09-2012,P100892,22,M4,100,06-09-2012
10030894,34,03-05-2010,P100893,811,M1,20,05-05-2010
10030895,24,24-02-2011,P100894,813,M3,80,03-03-2011
10030896,42,15-09-2011,P100895,1283,M1,20,17-09-2011
10030897,13,09-03-2010,P100896,2034,M1,20,10-03-2010
10030898,16,01-04-2010,P100897,3631,M1,20,03-04-2010
10030899,19,18-04-2010,P100898,2556,M1,20,21-04-2010
10030900,24,05-06-2012,P100899,20,M3,80,06-06-2012
10030901,23,17-11-2010,P100900,788,M1,20,20-11-2010
10030902,16,22-11-2010,P100901,2808,M1,20,26-11-2010
10030903,45,15-09-2012,P100902,3256,M1,20,19-09-2012
10030904,12,30-07-2010,P100903,1400,M1,20,06-08-2010
10030905,11,04-09-2010,P100904,2484,M2,50,05-09-2010
10030906,44,29-08-2010,P100905,4126,M2,50,05-09-2010
10030907,36,07-03-2011,P100906,1172,M1,20,13-03-2011
10030908,14,11-12-2011,P100907,4564,M4,100,17-12-2011
10030909,5,07-12-2011,P100908,1513,M2,50,08-12-2011
10030910,24,29-03-2012,P100909,3694,M3,80,01-04-2012
10030911,16,21-06-2011,P100910,4297,M1,20,26-06-2011
10030912,14,25-07-2011,P100911,3434,M4,100,28-07-2011
10030913,20,28-05-2012,P100912,3388,M1,20,01-06-2012
10030914,11,21-09-2011,P100913,151,M2,50,25-09-2011
10030915,31,07-12-2010,P100914,2726,M1,20,13-12-2010
10030916,11,10-08-2010,P100915,1008,M2,50,15-08-2010
10030917,26,21-07-2012,P100916,1717,M1,20,23-07-2012
10030918,44,17-05-2010,P100917,4283,M2,50,20-05-2010
10030919,42,07-05-2012,P100918,2699,M1,20,09-05-2012
10030920,26,18-02-2012,P100919,1507,M1,20,24-02-2012
10030921,28,08-06-2012,P100920,2149,M1,20,13-06-2012
10030922,30,30-10-2011,P100921,2926,M1,20,04-11-2011
10030923,30,05-07-2011,P100922,1222,M1,20,07-07-2011
10030924,3,26-06-2010,P100923,1612,M2,50,02-07-2010
10030925,5,23-05-2010,P100924,3527,M2,50,30-05-2010
10030926,22,05-06-2011,P100925,3666,M2,50,10-06-2011
10030927,22,10-02-2012,P100926,3609,M2,50,14-02-2012
10030928,7,13-07-2012,P100927,1974,M3,80,14-07-2012
10030929,1,18-05-2012,P100928,3159,M4,100,19-05-2012
10030930,36,07-01-2012,P100929,3714,M1,20,13-01-2012
10030931,36,11-03-2011,P100930,4362,M1,20,16-03-2011
10030932,6,12-12-2011,P100931,3712,M3,80,14-12-2011
10030933,2,07-07-2011,P100932,3655,M3,80,10-07-2011
10030934,3,14-06-2012,P100933,103,M2,50,15-06-2012
10030935,4,27-04-2012,P100934,1119,M1,20,01-05-2012
10030936,18,30-05-2011,P100935,4808,M1,20,02-06-2011
10030937,33,09-11-2010,P100936,1857,M3,80,13-11-2010
10030938,26,17-05-2012,P100937,1799,M1,20,18-05-2012
10030939,12,13-01-2012,P100938,3133,M1,20,16-01-2012
10030940,11,18-12-2011,P100939,467,M2,50,25-12-2011
10030941,25,09-07-2012,P100940,2475,M1,20,16-07-2012
10030942,37,06-11-2011,P100941,4021,M3,80,07-11-2011
10030943,36,15-03-2012,P100942,1854,M1,20,17-03-2012
10030944,6,03-11-2010,P100943,4081,M3,80,06-11-2010
10030945,1,25-02-2010,P100944,4366,M4,100,04-03-2010
10030946,22,27-04-2010,P100945,2760,M2,50,04-05-2010
10030947,16,24-12-2011,P100946,88,M1,20,30-12-2011
10030948,1,23-08-2012,P100947,1770,M4,100,25-08-2012
10030949,34,30-10-2010,P100948,4077,M1,20,03-11-2010
10030950,38,06-04-2010,P100949,354,M2,50,07-04-2010
10030951,23,15-02-2011,P100950,4265,M1,20,20-02-2011
10030952,42,12-07-2011,P100951,1527,M1,20,13-07-2011
10030953,44,24-06-2012,P100952,1288,M2,50,29-06-2012
10030954,29,17-09-2011,P100953,3845,M1,20,23-09-2011
10030955,10,01-02-2012,P100954,2381,M2,50,06-02-2012
10030956,24,30-01-2011,P100955,2289,M3,80,05-02-2011
10030957,17,01-02-2011,P100956,3034,M1,20,04-02-2011
10030958,30,27-03-2011,P100957,2489,M1,20,01-04-2011
10030959,14,14-04-2011,P100958,444,M4,100,18-04-2011
10030960,2,11-02-2010,P100959,3507,M3,80,13-02-2010
10030961,36,22-07-2012,P100960,4752,M1,20,23-07-2012
10030962,17,21-07-2011,P100961,1671,M1,20,25-07-2011
10030963,35,07-01-2012,P100962,4711,M1,20,10-01-2012
10030964,6,26-09-2012,P100963,4135,M3,80,01-10-2012
10030965,24,31-05-2011,P100964,4671,M3,80,03-06-2011
10030966,43,03-03-2011,P100965,3065,M1,20,10-03-2011
10030967,32,09-02-2010,P100966,944,M3,80,16-02-2010
10030968,38,15-03-2011,P100967,562,M2,50,17-03-2011
10030969,24,12-12-2011,P100968,129,M3,80,18-12-2011
10030970,36,14-02-2011,P100969,1476,M1,20,17-02-2011
10030971,13,10-10-2011,P100970,4512,M1,20,17-10-2011
10030972,33,11-11-2011,P100971,695,M3,80,14-11-2011
10030973,19,27-03-2010,P100972,1461,M1,20,28-03-2010
10030974,7,30-05-2010,P100973,2369,M3,80,31-05-2010
10030975,31,17-02-2011,P100974,4797,M1,20,21-02-2011
10030976,12,07-05-2010,P100975,778,M1,20,12-05-2010
10030977,29,11-04-2010,P100976,2888,M1,20,13-04-2010
10030978,26,30-09-2010,P100977,3479,M1,20,06-10-2010
10030979,19,16-01-2012,P100978,237,M1,20,19-01-2012
10030980,32,02-12-2011,P100979,47,M3,80,08-12-2011
10030981,40,11-05-2010,P100980,1223,M4,100,14-05-2010
10030982,27,25-01-2012,P100981,2723,M1,20,31-01-2012
10030983,40,14-06-2012,P100982,1851,M4,100,18-06-2012
10030984,25,07-03-2012,P100983,1351,M1,20,11-03-2012
10030985,8,04-03-2011,P100984,1660,M1,20,11-03-2011
10030986,24,02-06-2010,P100985,1347,M3,80,06-06-2010
10030987,45,29-06-2010,P100986,1990,M1,20,30-06-2010
10030988,25,15-07-2011,P100987,9,M1,20,22-07-2011
10030989,26,02-09-2012,P100988,3711,M1,20,09-09-2012
10030990,24,18-07-2011,P100989,3750,M3,80,24-07-2011
10030991,30,16-10-2012,P100990,2593,M1,20,18-10-2012
10030992,38,03-09-2011,P100991,709,M2,50,05-09-2011
10030993,33,09-03-2010,P100992,1013,M3,80,11-03-2010
10030994,8,14-09-2012,P100993,282,M1,20,19-09-2012
10030995,18,11-07-2010,P100994,4331,M1,20,16-07-2010
10030996,28,12-09-2012,P100995,3812,M1,20,15-09-2012
10030997,6,15-10-2010,P100996,2748,M3,80,20-10-2010
10030998,42,01-12-2010,P100997,864,M1,20,02-12-2010
10030999,45,13-06-2012,P100998,3917,M1,20,15-06-2012
10031000,1,01-03-2010,P100999,819,M4,100,08-03-2010
10031001,21,25-07-2011,P101000,3736,M2,50,29-07-2011
10031002,39,14-08-2011,P100001,1668,M1,20,17-08-2011
10031003,10,10-02-2010,P100002,2877,M2,50,15-02-2010
10031004,10,16-11-2011,P100003,1308,M2,50,23-11-2011
10031005,16,11-09-2010,P100004,2246,M1,20,17-09-2010
10031006,39,08-10-2010,P100005,1536,M1,20,09-10-2010
10031007,16,27-08-2011,P100006,4384,M1,20,31-08-2011
10031008,29,25-07-2011,P100007,3308,M1,20,27-07-2011
10031009,23,09-12-2011,P100008,4559,M1,20,11-12-2011
10031010,29,19-08-2011,P100009,2964,M1,20,26-08-2011
10031011,24,20-07-2010,P100010,1047,M3,80,27-07-2010
10031012,39,03-08-2012,P100011,4668,M1,20,10-08-2012
10031013,6,14-05-2010,P100012,525,M3,80,21-05-2010
10031014,42,08-08-2012,P100013,287,M1,20,12-08-2012
10031015,24,15-05-2011,P100014,3509,M3,80,20-05-2011
10031016,1,14-04-2011,P100015,2778,M4,100,18-04-2011
10031017,8,20-09-2011,P100016,1489,M1,20,27-09-2011
10031018,10,28-11-2011,P100017,1111,M2,50,30-11-2011
10031019,1,12-11-2011,P100018,4652,M4,100,18-11-2011
10031020,35,01-07-2010,P100019,2778,M1,20,08-07-2010
10031021,17,15-08-2010,P100020,671,M1,20,19-08-2010
10031022,25,20-06-2011,P100021,3346,M1,20,24-06-2011
10031023,31,11-08-2011,P100022,1531,M1,20,15-08-2011
10031024,20,18-07-2012,P100023,4401,M1,20,22-07-2012
10031025,40,22-01-2011,P100024,792,M4,100,29-01-2011
10031026,27,07-09-2011,P100025,3096,M1,20,14-09-2011
10031027,4,18-10-2012,P100026,4451,M1,20,22-10-2012
10031028,16,05-09-2010,P100027,4484,M1,20,07-09-2010
10031029,37,15-10-2011,P100028,4680,M3,80,18-10-2011
10031030,37,02-10-2011,P100029,4881,M3,80,08-10-2011
10031031,1,18-10-2010,P100030,432,M4,100,25-10-2010
10031032,33,08-10-2011,P100031,1796,M3,80,09-10-2011
10031033,30,28-01-2012,P100032,403,M1,20,04-02-2012
10031034,30,13-08-2010,P100033,4161,M1,20,19-08-2010
10031035,23,08-08-2010,P100034,2344,M1,20,13-08-2010
10031036,30,08-09-2011,P100035,1061,M1,20,13-09-2011
10031037,1,06-06-2012,P100036,1514,M4,100,07-06-2012
10031038,8,02-04-2011,P100037,521,M1,20,04-04-2011
10031039,20,22-02-2010,P100038,4714,M1,20,26-02-2010
10031040,35,15-02-2012,P100039,2037,M1,20,19-02-2012
10031041,1,26-09-2011,P100040,130,M4,100,02-10-2011
10031042,45,15-05-2010,P100041,927,M1,20,20-05-2010
10031043,3,25-07-2011,P100042,2279,M2,50,01-08-2011
10031044,16,11-05-2011,P100043,1520,M1,20,12-05-2011
10031045,43,12-08-2011,P100044,3963,M1,20,14-08-2011
10031046,25,04-11-2010,P100045,2261,M1,20,05-11-2010
10031047,32,20-12-2011,P100046,2868,M3,80,23-12-2011
10031048,23,13-02-2010,P100047,4617,M1,20,20-02-2010
10031049,39,09-06-2010,P100048,988,M1,20,11-06-2010
10031050,12,22-07-2012,P100049,2702,M1,20,25-07-2012
10031051,7,30-08-2012,P100050,3189,M3,80,01-09-2012
10031052,33,12-01-2011,P100051,84,M3,80,17-01-2011
10031053,36,05-06-2011,P100052,4919,M1,20,06-06-2011
10031054,4,02-01-2012,P100053,3867,M1,20,07-01-2012
10031055,9,27-02-2010,P100054,1844,M1,20,02-03-2010
10031056,10,31-10-2011,P100055,2247,M2,50,03-11-2011
10031057,40,01-08-2010,P100056,4485,M4,100,03-08-2010
10031058,9,14-02-2010,P100057,766,M1,20,21-02-2010
10031059,14,17-08-2011,P100058,3799,M4,100,19-08-2011
10031060,19,11-05-2010,P100059,3597,M1,20,14-05-2010
10031061,22,20-12-2011,P100060,336,M2,50,25-12-2011
10031062,15,11-11-2010,P100061,1134,M1,20,15-11-2010
10031063,44,30-06-2011,P100062,1106,M2,50,07-07-2011
10031064,5,06-02-2011,P100063,2705,M2,50,12-02-2011
10031065,23,25-04-2011,P100064,3047,M1,20,02-05-2011
10031066,34,12-11-2011,P100065,3003,M1,20,15-11-2011
10031067,41,20-10-2011,P100066,3315,M3,80,23-10-2011
10031068,5,26-03-2012,P100067,405,M2,50,02-04-2012
10031069,43,12-03-2012,P100068,1463,M1,20,17-03-2012
10031070,32,01-06-2012,P100069,2689,M3,80,03-06-2012
10031071,8,21-07-2010,P100070,4937,M1,20,24-07-2010
10031072,11,18-06-2010,P100071,2062,M2,50,23-06-2010
10031073,27,18-09-2012,P100072,2417,M1,20,23-09-2012
10031074,43,15-09-2011,P100073,2873,M1,20,19-09-2011
10031075,8,25-10-2010,P100074,3870,M1,20,26-10-2010
10031076,45,08-11-2010,P100075,727,M1,20,14-11-2010
10031077,30,08-07-2011,P100076,3119,M1,20,15-07-2011
10031078,41,07-07-2010,P100077,1655,M3,80,10-07-2010
10031079,41,09-03-2012,P100078,996,M3,80,15-03-2012
10031080,3,09-09-2011,P100079,1940,M2,50,13-09-2011
10031081,27,11-09-2012,P100080,4977,M1,20,12-09-2012
10031082,40,04-11-2011,P100081,200,M4,100,08-11-2011
10031083,20,09-07-2011,P100082,289,M1,20,13-07-2011
10031084,18,09-08-2011,P100083,816,M1,20,16-08-2011
10031085,30,24-05-2012,P100084,3730,M1,20,26-05-2012
10031086,14,11-10-2012,P100085,2082,M4,100,16-10-2012
10031087,28,26-12-2010,P100086,1243,M1,20,01-01-2011
10031088,11,29-10-2010,P100087,585,M2,50,03-11-2010
10031089,38,18-08-2011,P100088,1542,M2,50,19-08-2011
10031090,27,20-09-2011,P100089,2810,M1,20,27-09-2011
10031091,27,18-03-2010,P100090,1449,M1,20,20-03-2010
10031092,8,16-06-2012,P100091,2211,M1,20,23-06-2012
10031093,21,16-06-2012,P100092,3527,M2,50,23-06-2012
10031094,4,30-03-2011,P100093,3489,M1,20,02-04-2011
10031095,45,13-04-2011,P100094,319,M1,20,19-04-2011
10031096,3,15-09-2011,P100095,2716,M2,50,16-09-2011
10031097,45,17-10-2010,P100096,706,M1,20,21-10-2010
10031098,44,01-09-2011,P100097,655,M2,50,04-09-2011
10031099,7,29-08-2011,P100098,1948,M3,80,03-09-2011
10031100,4,07-06-2012,P100099,4435,M1,20,12-06-2012
10031101,40,23-12-2011,P100100,1002,M4,100,29-12-2011
10031102,4,28-11-2010,P100101,3202,M1,20,03-12-2010
10031103,18,01-04-2012,P100102,1000,M1,20,06-04-2012
10031104,3,17-03-2011,P100103,1090,M2,50,24-03-2011
10031105,2,24-03-2011,P100104,2250,M3,80,26-03-2011
10031106,33,30-07-2012,P100105,3763,M3,80,31-07-2012
10031107,1,13-02-2012,P100106,3924,M4,100,19-02-2012
10031108,40,05-05-2011,P100107,1382,M4,100,08-05-2011
10031109,26,14-03-2010,P100108,4555,M1,20,19-03-2010
10031110,22,23-09-2011,P100109,2608,M2,50,25-09-2011
10031111,34,15-10-2012,P100110,1314,M1,20,20-10-2012
10031112,7,11-09-2010,P100111,2689,M3,80,13-09-2010
10031113,27,16-11-2010,P100112,1421,M1,20,23-11-2010
10031114,40,04-04-2012,P100113,2371,M4,100,09-04-2012
10031115,30,20-03-2011,P100114,97,M1,20,25-03-2011
10031116,18,07-10-2011,P100115,4219,M1,20,08-10-2011
10031117,7,22-03-2010,P100116,3995,M3,80,23-03-2010
10031118,11,17-02-2010,P100117,725,M2,50,19-02-2010
10031119,34,15-03-2010,P100118,3809,M1,20,22-03-2010
10031120,34,12-08-2012,P100119,4528,M1,20,18-08-2012
10031121,16,17-03-2011,P100120,4534,M1,20,22-03-2011
10031122,1,19-08-2012,P100121,407,M4,100,22-08-2012
10031123,17,07-05-2010,P100122,4280,M1,20,14-05-2010
10031124,38,20-10-2011,P100123,273,M2,50,22-10-2011
10031125,20,07-04-2010,P100124,3854,M1,20,09-04-2010
10031126,9,02-06-2012,P100125,3178,M1,20,09-06-2012
10031127,1,15-07-2012,P100126,355,M4,100,22-07-2012
10031128,31,03-06-2012,P100127,1331,M1,20,07-06-2012
10031129,5,29-05-2010,P100128,4621,M2,50,02-06-2010
10031130,4,07-09-2011,P100129,91,M1,20,10-09-2011
10031131,33,29-06-2010,P100130,516,M3,80,04-07-2010
10031132,18,15-09-2012,P100131,1599,M1,20,18-09-2012
10031133,10,03-02-2012,P100132,2981,M2,50,08-02-2012
10031134,11,03-09-2011,P100133,3660,M2,50,07-09-2011
10031135,12,10-02-2012,P100134,4601,M1,20,16-02-2012
10031136,1,21-09-2011,P100135,117,M4,100,28-09-2011
10031137,1,26-02-2011,P100136,1077,M4,100,27-02-2011
10031138,29,27-10-2011,P100137,3900,M1,20,03-11-2011
10031139,20,17-03-2010,P100138,3910,M1,20,24-03-2010
10031140,43,07-09-2011,P100139,1261,M1,20,12-09-2011
10031141,10,13-04-2010,P100140,1198,M2,50,19-04-2010
10031142,8,21-02-2010,P100141,3163,M1,20,28-02-2010
10031143,23,16-03-2010,P100142,4641,M1,20,17-03-2010
10031144,17,25-08-2011,P100143,3885,M1,20,29-08-2011
10031145,15,13-07-2010,P100144,3812,M1,20,14-07-2010
10031146,15,20-07-2012,P100145,1133,M1,20,24-07-2012
10031147,2,18-08-2012,P100146,998,M3,80,19-08-2012
10031148,43,27-04-2011,P100147,1683,M1,20,04-05-2011
10031149,37,15-10-2010,P100148,1532,M3,80,18-10-2010
10031150,11,18-01-2012,P100149,1365,M2,50,24-01-2012
10031151,23,15-08-2010,P100150,2539,M1,20,20-08-2010
10031152,33,12-05-2011,P100151,4415,M3,80,15-05-2011
10031153,35,24-10-2011,P100152,3710,M1,20,29-10-2011
10031154,8,23-10-2012,P100153,3019,M1,20,29-10-2012
10031155,15,13-11-2011,P100154,1777,M1,20,16-11-2011
10031156,8,01-04-2012,P100155,1669,M1,20,05-04-2012
10031157,17,15-04-2010,P100156,2353,M1,20,18-04-2010
10031158,19,16-11-2010,P100157,3356,M1,20,18-11-2010
10031159,9,16-04-2011,P100158,3406,M1,20,20-04-2011
10031160,41,07-08-2012,P100159,3214,M3,80,13-08-2012
10031161,8,01-07-2011,P100160,2863,M1,20,07-07-2011
10031162,15,13-03-2012,P100161,736,M1,20,19-03-2012
10031163,28,10-08-2010,P100162,3233,M1,20,17-08-2010
10031164,21,23-03-2010,P100163,3049,M2,50,29-03-2010
10031165,41,03-11-2011,P100164,1308,M3,80,04-11-2011
10031166,42,04-01-2012,P100165,223,M1,20,07-01-2012
10031167,4,24-10-2011,P100166,3772,M1,20,28-10-2011
10031168,32,24-09-2011,P100167,2838,M3,80,26-09-2011
10031169,33,30-07-2011,P100168,3071,M3,80,31-07-2011
10031170,12,19-05-2012,P100169,186,M1,20,24-05-2012
10031171,38,08-07-2011,P100170,2971,M2,50,09-07-2011
10031172,21,22-02-2011,P100171,3105,M2,50,28-02-2011
10031173,4,10-08-2011,P100172,3978,M1,20,16-08-2011
10031174,37,05-02-2011,P100173,1200,M3,80,06-02-2011
10031175,9,04-12-2011,P100174,2278,M1,20,08-12-2011
10031176,4,06-01-2011,P100175,4743,M1,20,07-01-2011
10031177,45,15-03-2010,P100176,1748,M1,20,20-03-2010
10031178,30,09-08-2012,P100177,1312,M1,20,16-08-2012
10031179,42,01-09-2011,P100178,1604,M1,20,03-09-2011
10031180,11,10-08-2011,P100179,2337,M2,50,11-08-2011
10031181,8,11-05-2012,P100180,2365,M1,20,17-05-2012
10031182,45,22-10-2012,P100181,4423,M1,20,24-10-2012
10031183,24,22-12-2010,P100182,1865,M3,80,26-12-2010
10031184,42,21-05-2011,P100183,2915,M1,20,22-05-2011
10031185,29,27-06-2012,P100184,3669,M1,20,29-06-2012
10031186,35,22-11-2010,P100185,3144,M1,20,27-11-2010
10031187,23,11-04-2011,P100186,3665,M1,20,14-04-2011
10031188,29,27-06-2012,P100187,1363,M1,20,30-06-2012
10031189,37,29-04-2011,P100188,3552,M3,80,06-05-2011
10031190,34,06-10-2012,P100189,3004,M1,20,13-10-2012
10031191,40,25-11-2011,P100190,2425,M4,100,02-12-2011
10031192,1,16-10-2012,P100191,2664,M4,100,19-10-2012
10031193,4,05-09-2010,P100192,4099,M1,20,09-09-2010
10031194,13,29-04-2010,P100193,4554,M1,20,03-05-2010
10031195,8,07-01-2012,P100194,3094,M1,20,09-01-2012
10031196,15,07-04-2010,P100195,1446,M1,20,09-04-2010
10031197,5,28-06-2010,P100196,1182,M2,50,30-06-2010
10031198,45,08-09-2012,P100197,2871,M1,20,14-09-2012
10031199,28,17-08-2012,P100198,2769,M1,20,20-08-2012
10031200,33,16-05-2010,P100199,1538,M3,80,22-05-2010
10031201,22,28-07-2012,P100200,3847,M2,50,01-08-2012
10031202,32,17-01-2012,P100201,2201,M3,80,19-01-2012
10031203,18,22-10-2012,P100202,933,M1,20,27-10-2012
10031204,23,02-12-2011,P100203,3183,M1,20,05-12-2011
10031205,45,27-09-2010,P100204,2163,M1,20,29-09-2010
10031206,11,03-03-2011,P100205,3666,M2,50,05-03-2011
10031207,37,26-03-2012,P100206,1270,M3,80,02-04-2012
10031208,14,17-08-2010,P100207,1194,M4,100,18-08-2010
10031209,3,29-04-2012,P100208,865,M2,50,01-05-2012
10031210,26,03-10-2011,P100209,237,M1,20,04-10-2011
10031211,10,26-01-2011,P100210,2746,M2,50,29-01-2011
10031212,18,12-10-2011,P100211,3501,M1,20,13-10-2011
10031213,22,16-10-2011,P100212,306,M2,50,20-10-2011
10031214,27,28-02-2011,P100213,3,M1,20,05-03-2011
10031215,14,15-03-2012,P100214,904,M4,100,22-03-2012
10031216,25,15-12-2011,P100215,3831,M1,20,22-12-2011
10031217,20,13-01-2011,P100216,539,M1,20,19-01-2011
10031218,37,29-10-2010,P100217,4813,M3,80,01-11-2010
10031219,5,17-03-2010,P100218,1037,M2,50,18-03-2010
10031220,38,18-01-2011,P100219,1538,M2,50,21-01-2011
10031221,28,09-06-2010,P100220,2178,M1,20,15-06-2010
10031222,11,08-05-2010,P100221,2279,M2,50,10-05-2010
10031223,34,31-01-2012,P100222,499,M1,20,07-02-2012
10031224,33,07-04-2011,P100223,1296,M3,80,14-04-2011
10031225,32,18-10-2010,P100224,4143,M3,80,22-10-2010
10031226,42,23-05-2012,P100225,4816,M1,20,25-05-2012
10031227,19,09-10-2012,P100226,3122,M1,20,14-10-2012
10031228,26,18-08-2012,P100227,3444,M1,20,25-08-2012
10031229,1,19-11-2010,P100228,2289,M4,100,23-11-2010
10031230,1,26-04-2011,P100229,81,M4,100,27-04-2011
10031231,35,27-07-2010,P100230,3572,M1,20,30-07-2010
10031232,19,03-06-2010,P100231,1595,M1,20,05-06-2010
10031233,41,07-05-2010,P100232,2046,M3,80,09-05-2010
10031234,21,20-11-2010,P100233,31,M2,50,26-11-2010
10031235,33,13-09-2011,P100234,1536,M3,80,19-09-2011
10031236,9,30-12-2010,P100235,3006,M1,20,03-01-2011
10031237,6,30-10-2011,P100236,2272,M3,80,06-11-2011
10031238,45,26-01-2012,P100237,1976,M1,20,01-02-2012
10031239,19,26-09-2012,P100238,1198,M1,20,01-10-2012
10031240,9,02-05-2010,P100239,2566,M1,20,06-05-2010
10031241,41,12-08-2011,P100240,772,M3,80,14-08-2011
